return_date,product_id,store_id,quantity
1/23/2022,328,13,1
1/23/2022,688,13,1
1/23/2022,1432,13,2
1/23/2022,1549,13,1
1/25/2022,222,15,1
1/25/2022,324,16,1
1/25/2022,358,23,1
1/25/2022,375,16,1
1/25/2022,810,15,1
1/25/2022,814,15,2
1/25/2022,990,23,1
1/25/2022,1147,3,2
1/25/2022,1295,15,2
1/26/2022,43,17,1
1/26/2022,603,17,1
1/26/2022,1013,17,1
1/26/2022,1185,17,1
1/26/2022,1273,17,2
1/26/2022,1397,17,1
1/26/2022,1428,17,1
1/27/2022,393,15,1
1/27/2022,530,15,1
1/27/2022,623,15,2
1/28/2022,231,11,1
1/29/2022,501,17,1
1/29/2022,755,17,1
1/29/2022,936,17,1
1/29/2022,1161,17,1
1/29/2022,1293,17,2
1/29/2022,1526,17,1
2/1/2022,302,3,1
2/1/2022,663,3,1
2/1/2022,882,3,2
2/1/2022,1440,3,1
2/2/2022,637,15,1
2/2/2022,921,16,1
2/2/2022,1054,15,1
2/2/2022,1442,15,2
2/2/2022,1473,15,1
2/3/2022,97,24,2
2/3/2022,196,13,1
2/3/2022,247,15,1
2/3/2022,292,24,1
2/3/2022,466,16,1
2/3/2022,539,24,1
2/3/2022,684,15,1
2/3/2022,900,13,1
2/3/2022,928,15,1
2/3/2022,1067,13,1
2/3/2022,1140,15,1
2/3/2022,1190,24,1
2/3/2022,1201,16,2
2/3/2022,1351,13,1
2/3/2022,1464,15,1
2/4/2022,653,15,1
2/4/2022,687,15,1
2/4/2022,1244,15,1
2/4/2022,1246,15,1
2/4/2022,1275,15,2
2/5/2022,210,11,2
2/5/2022,283,11,1
2/5/2022,389,11,1
2/5/2022,642,11,1
2/5/2022,789,11,1
2/5/2022,907,24,1
2/5/2022,1076,11,2
2/5/2022,1168,6,1
2/7/2022,71,23,1
2/7/2022,260,24,1
2/7/2022,408,24,1
2/7/2022,528,6,1
2/7/2022,709,24,1
2/7/2022,1080,6,1
2/7/2022,1447,6,1
2/8/2022,175,13,1
2/8/2022,479,13,1
2/10/2022,249,17,1
2/10/2022,972,17,1
2/10/2022,1090,17,1
2/10/2022,1502,17,1
2/11/2022,28,23,1
2/11/2022,91,11,2
2/11/2022,555,23,1
2/11/2022,625,11,1
2/11/2022,668,11,1
2/11/2022,1528,23,1
2/12/2022,11,6,1
2/12/2022,231,17,2
2/12/2022,269,6,1
2/12/2022,499,7,1
2/12/2022,548,6,1
2/12/2022,551,6,1
2/12/2022,575,11,1
2/12/2022,661,7,2
2/12/2022,913,17,2
2/12/2022,978,7,1
2/12/2022,983,7,1
2/12/2022,1430,11,1
2/12/2022,1475,11,1
2/12/2022,1549,6,1
2/13/2022,105,7,1
2/13/2022,327,7,2
2/13/2022,493,7,1
2/13/2022,881,7,1
2/13/2022,951,7,1
2/13/2022,1472,7,1
2/14/2022,53,3,2
2/14/2022,362,23,1
2/14/2022,526,6,1
2/14/2022,564,23,1
2/14/2022,648,6,1
2/14/2022,914,6,1
2/14/2022,964,3,1
2/14/2022,995,23,2
2/14/2022,1169,3,2
2/15/2022,370,15,2
2/15/2022,376,7,1
2/15/2022,386,3,1
2/15/2022,467,15,1
2/15/2022,482,3,1
2/15/2022,734,15,1
2/15/2022,799,3,2
2/15/2022,914,7,1
2/15/2022,927,7,1
2/15/2022,935,3,1
2/15/2022,1260,15,1
2/16/2022,815,24,1
2/16/2022,1142,24,1
2/16/2022,1405,24,1
2/16/2022,1414,24,1
2/17/2022,10,17,1
2/17/2022,174,17,2
2/17/2022,217,17,1
2/17/2022,417,17,1
2/17/2022,434,6,1
2/17/2022,507,17,1
2/17/2022,681,17,1
2/17/2022,712,3,1
2/17/2022,984,17,1
2/18/2022,142,16,1
2/18/2022,312,16,1
2/18/2022,335,16,1
2/18/2022,752,16,2
2/18/2022,899,23,1
2/18/2022,1449,16,1
2/19/2022,172,17,1
2/19/2022,181,17,1
2/19/2022,234,17,2
2/19/2022,349,15,1
2/19/2022,536,13,1
2/19/2022,985,17,1
2/19/2022,1088,15,1
2/19/2022,1106,13,1
2/19/2022,1347,13,1
2/19/2022,1376,13,1
2/20/2022,52,11,1
2/21/2022,122,3,1
2/21/2022,1329,3,1
2/22/2022,1164,13,1
2/22/2022,1252,13,1
2/23/2022,41,24,1
2/23/2022,881,24,1
2/23/2022,1464,24,2
2/25/2022,80,17,2
2/25/2022,105,17,1
2/25/2022,143,17,1
2/25/2022,258,17,2
2/25/2022,466,17,1
2/25/2022,512,7,1
2/25/2022,961,7,1
2/25/2022,1182,17,1
2/25/2022,1189,17,1
2/25/2022,1235,17,2
2/26/2022,132,13,1
2/26/2022,440,13,1
2/26/2022,460,16,2
2/26/2022,495,13,1
2/26/2022,557,16,1
2/26/2022,639,13,1
2/26/2022,852,16,1
2/26/2022,856,13,1
2/26/2022,883,13,1
2/26/2022,1019,16,1
2/26/2022,1103,16,2
2/26/2022,1216,16,2
2/26/2022,1281,13,1
2/27/2022,239,11,1
2/27/2022,495,11,1
2/27/2022,511,11,1
2/27/2022,799,16,1
2/27/2022,821,16,1
2/27/2022,894,16,1
2/27/2022,969,11,1
2/27/2022,1381,16,1
3/1/2022,137,16,1
3/1/2022,474,23,1
3/1/2022,750,16,1
3/2/2022,650,13,1
3/2/2022,778,13,1
3/2/2022,1128,13,1
3/2/2022,1137,13,2
3/2/2022,1220,7,2
3/2/2022,1406,13,2
3/2/2022,1437,7,1
3/2/2022,1453,7,1
3/3/2022,344,24,1
3/3/2022,457,11,2
3/3/2022,466,11,1
3/3/2022,477,11,1
3/3/2022,803,24,1
3/3/2022,947,11,1
3/3/2022,1021,24,1
3/3/2022,1198,11,1
3/3/2022,1296,11,1
3/3/2022,1298,24,1
3/3/2022,1305,11,1
3/3/2022,1400,24,1
3/4/2022,20,13,1
3/4/2022,862,13,1
3/4/2022,1231,13,1
3/5/2022,54,15,1
3/5/2022,752,15,2
3/5/2022,804,15,1
3/5/2022,906,11,1
3/5/2022,1236,15,2
3/5/2022,1328,11,2
3/5/2022,1369,11,1
3/8/2022,379,16,1
3/8/2022,784,16,1
3/8/2022,888,16,1
3/8/2022,909,16,1
3/10/2022,281,24,1
3/10/2022,360,24,1
3/10/2022,428,24,2
3/10/2022,564,24,1
3/10/2022,581,16,1
3/10/2022,814,16,1
3/10/2022,1044,24,1
3/10/2022,1222,24,1
3/10/2022,1305,16,1
3/10/2022,1318,6,1
3/10/2022,1347,24,1
3/11/2022,522,15,2
3/11/2022,555,15,2
3/11/2022,871,15,1
3/11/2022,990,15,1
3/11/2022,1274,15,1
3/11/2022,1497,15,1
3/12/2022,515,3,2
3/12/2022,722,3,1
3/12/2022,1514,3,1
3/12/2022,1533,3,1
3/13/2022,207,7,1
3/13/2022,566,7,1
3/13/2022,789,13,1
3/13/2022,903,7,1
3/13/2022,920,13,1
3/13/2022,957,13,2
3/13/2022,990,23,1
3/13/2022,1356,13,1
3/13/2022,1458,13,1
3/13/2022,1469,7,1
3/14/2022,100,15,1
3/14/2022,246,6,1
3/14/2022,373,15,1
3/14/2022,902,15,2
3/14/2022,1269,15,2
3/15/2022,20,15,1
3/15/2022,208,3,2
3/15/2022,209,15,1
3/15/2022,517,15,1
3/15/2022,824,24,1
3/15/2022,848,15,1
3/15/2022,987,3,1
3/15/2022,1382,24,1
3/15/2022,1433,3,1
3/15/2022,1483,15,1
3/16/2022,574,16,1
3/16/2022,951,16,2
3/16/2022,1207,16,2
3/16/2022,1433,16,1
3/17/2022,800,3,2
3/17/2022,939,3,1
3/17/2022,1029,3,1
3/18/2022,106,17,2
3/18/2022,343,16,1
3/18/2022,376,16,1
3/18/2022,574,16,2
3/18/2022,599,17,1
3/18/2022,1165,17,2
3/18/2022,1231,16,1
3/18/2022,1316,17,2
3/18/2022,1454,17,1
3/18/2022,1493,16,1
3/19/2022,238,3,1
3/19/2022,551,23,1
3/19/2022,1041,3,2
3/19/2022,1246,3,1
3/19/2022,1352,3,1
3/19/2022,1538,3,2
3/20/2022,45,17,2
3/20/2022,49,3,1
3/20/2022,103,6,1
3/20/2022,109,6,1
3/20/2022,372,17,1
3/20/2022,664,6,1
3/20/2022,690,17,1
3/20/2022,754,3,1
3/20/2022,921,17,1
3/20/2022,1022,3,2
3/20/2022,1138,17,1
3/21/2022,68,13,1
3/21/2022,133,13,1
3/21/2022,187,11,1
3/21/2022,295,13,1
3/21/2022,342,13,1
3/21/2022,398,13,1
3/21/2022,440,13,1
3/21/2022,456,7,1
3/21/2022,462,11,2
3/21/2022,519,13,1
3/21/2022,619,13,1
3/21/2022,652,13,1
3/21/2022,676,11,1
3/21/2022,684,13,1
3/21/2022,766,7,1
3/21/2022,832,13,1
3/21/2022,929,13,2
3/21/2022,1202,13,1
3/21/2022,1365,7,2
3/21/2022,1368,13,1
3/21/2022,1406,13,1
3/21/2022,1428,13,1
3/21/2022,1434,13,1
3/22/2022,81,15,1
3/22/2022,376,17,1
3/22/2022,409,15,2
3/22/2022,463,17,1
3/22/2022,583,15,1
3/22/2022,858,17,1
3/22/2022,1021,11,1
3/22/2022,1112,17,1
3/22/2022,1190,17,1
3/22/2022,1243,17,1
3/22/2022,1309,17,1
3/22/2022,1434,11,1
3/22/2022,1480,15,1
3/23/2022,111,11,1
3/23/2022,161,11,1
3/23/2022,465,11,1
3/23/2022,671,11,1
3/23/2022,993,11,2
3/24/2022,368,7,1
3/24/2022,408,7,1
3/24/2022,948,7,1
3/24/2022,1263,7,1
3/25/2022,171,6,1
3/25/2022,295,6,1
3/25/2022,600,6,1
3/25/2022,636,6,1
3/25/2022,724,6,1
3/25/2022,1298,6,2
3/25/2022,1432,6,1
3/26/2022,953,23,2
3/27/2022,105,24,1
3/27/2022,179,24,1
3/27/2022,571,24,2
3/27/2022,728,24,1
3/27/2022,1190,24,1
3/27/2022,1199,24,1
3/28/2022,57,13,1
3/28/2022,93,13,1
3/28/2022,439,17,1
3/28/2022,446,17,1
3/28/2022,497,17,1
3/28/2022,717,13,1
3/28/2022,799,17,1
3/28/2022,848,17,1
3/28/2022,1285,17,1
3/28/2022,1427,13,1
3/28/2022,1498,13,1
3/28/2022,1528,13,1
3/29/2022,82,23,1
3/29/2022,574,23,1
3/29/2022,636,17,2
3/29/2022,672,23,1
3/29/2022,868,17,1
3/29/2022,1061,17,1
3/29/2022,1275,17,1
3/29/2022,1429,17,2
3/29/2022,1441,17,1
3/30/2022,438,7,2
3/30/2022,1170,7,1
3/30/2022,1194,7,1
3/30/2022,1453,7,1
4/1/2022,255,11,1
4/1/2022,257,11,1
4/1/2022,307,11,1
4/1/2022,814,11,1
4/1/2022,864,11,1
4/2/2022,543,15,2
4/2/2022,1328,15,1
4/3/2022,27,17,1
4/3/2022,416,17,1
4/3/2022,441,17,2
4/3/2022,523,23,1
4/3/2022,699,17,1
4/3/2022,732,17,1
4/3/2022,1161,24,1
4/3/2022,1337,23,1
4/3/2022,1455,17,1
4/3/2022,1536,17,1
4/4/2022,115,16,1
4/4/2022,164,3,1
4/4/2022,245,16,1
4/4/2022,659,7,2
4/4/2022,734,3,1
4/4/2022,861,16,2
4/4/2022,886,7,1
4/4/2022,921,7,1
4/4/2022,968,16,2
4/4/2022,1010,3,1
4/4/2022,1025,24,2
4/4/2022,1122,24,1
4/4/2022,1423,7,1
4/4/2022,1463,24,1
4/5/2022,455,7,1
4/5/2022,543,24,1
4/5/2022,1232,7,1
4/6/2022,48,3,1
4/6/2022,358,3,1
4/6/2022,697,3,2
4/6/2022,1169,3,1
4/7/2022,366,17,1
4/7/2022,371,7,1
4/7/2022,477,17,1
4/7/2022,507,17,1
4/7/2022,570,17,1
4/7/2022,900,17,1
4/7/2022,1409,7,1
4/7/2022,1458,7,1
4/7/2022,1463,17,1
4/7/2022,1533,7,1
4/8/2022,265,13,1
4/8/2022,1253,13,1
4/9/2022,372,15,1
4/9/2022,1288,15,1
4/10/2022,883,11,1
4/10/2022,1541,11,1
4/12/2022,20,23,1
4/12/2022,104,23,1
4/12/2022,116,15,1
4/12/2022,138,15,1
4/12/2022,219,15,2
4/12/2022,564,13,1
4/12/2022,618,15,1
4/12/2022,943,13,1
4/12/2022,1171,15,1
4/12/2022,1362,13,1
4/12/2022,1450,23,1
4/13/2022,3,17,1
4/13/2022,14,6,1
4/13/2022,265,6,2
4/13/2022,339,6,1
4/13/2022,514,6,1
4/13/2022,573,17,1
4/13/2022,1336,24,2
4/13/2022,1404,24,1
4/13/2022,1453,24,1
4/13/2022,1453,6,1
4/13/2022,1454,6,2
4/14/2022,11,13,1
4/14/2022,47,16,2
4/14/2022,82,11,2
4/14/2022,140,6,1
4/14/2022,194,16,1
4/14/2022,324,11,1
4/14/2022,370,13,1
4/14/2022,646,6,1
4/14/2022,671,13,1
4/14/2022,786,6,1
4/14/2022,816,13,1
4/14/2022,881,13,2
4/14/2022,1266,6,1
4/14/2022,1330,6,2
4/14/2022,1382,11,1
4/14/2022,1389,6,1
4/14/2022,1447,13,1
4/14/2022,1557,11,1
4/15/2022,274,17,1
4/15/2022,360,13,1
4/15/2022,845,13,1
4/15/2022,1201,17,1
4/15/2022,1257,17,1
4/16/2022,82,6,1
4/16/2022,1026,6,1
4/16/2022,1362,24,1
4/17/2022,195,13,1
4/17/2022,415,13,1
4/17/2022,675,13,1
4/17/2022,948,13,1
4/17/2022,1172,13,2
4/17/2022,1386,13,1
4/17/2022,1524,13,1
4/18/2022,878,11,1
4/19/2022,277,7,1
4/19/2022,549,3,1
4/19/2022,587,3,1
4/19/2022,638,3,1
4/19/2022,691,3,1
4/19/2022,1137,7,1
4/19/2022,1403,7,1
4/19/2022,1414,7,1
4/20/2022,376,6,1
4/20/2022,907,6,1
4/20/2022,1021,6,1
4/20/2022,1075,6,1
4/21/2022,270,3,1
4/21/2022,593,3,1
4/21/2022,619,3,1
4/21/2022,1432,3,2
4/22/2022,331,6,1
4/22/2022,427,11,1
4/22/2022,515,11,1
4/22/2022,597,11,1
4/22/2022,991,6,1
4/23/2022,17,17,2
4/23/2022,275,17,1
4/23/2022,1411,17,1
4/24/2022,477,16,1
4/24/2022,486,16,2
4/24/2022,746,16,1
4/24/2022,870,23,2
4/24/2022,1212,16,1
4/26/2022,6,16,2
4/26/2022,317,16,1
4/26/2022,587,16,2
4/26/2022,645,3,1
4/26/2022,727,16,2
4/26/2022,1422,3,1
4/26/2022,1539,16,1
4/26/2022,1545,16,1
4/26/2022,1558,16,1
4/27/2022,163,15,1
4/27/2022,191,7,1
4/27/2022,225,7,1
4/27/2022,444,7,1
4/27/2022,491,15,1
4/27/2022,982,15,1
4/27/2022,993,15,1
4/27/2022,1028,23,1
4/27/2022,1052,15,1
4/27/2022,1183,15,1
4/27/2022,1357,15,1
4/28/2022,142,23,1
4/29/2022,868,15,2
4/29/2022,1210,15,1
5/1/2022,78,7,1
5/1/2022,639,7,1
5/1/2022,644,13,1
5/1/2022,691,13,1
5/1/2022,1132,13,1
5/1/2022,1157,13,1
5/1/2022,1314,13,2
5/1/2022,1447,13,1
5/1/2022,1531,7,1
5/2/2022,102,16,1
5/2/2022,649,24,1
5/2/2022,930,16,1
5/2/2022,973,24,1
5/2/2022,1008,16,1
5/2/2022,1104,24,1
5/2/2022,1283,16,1
5/3/2022,71,3,1
5/3/2022,200,3,1
5/3/2022,404,17,1
5/3/2022,412,3,1
5/3/2022,630,17,1
5/3/2022,803,3,1
5/3/2022,1009,3,1
5/3/2022,1323,17,1
5/4/2022,268,3,1
5/4/2022,362,3,1
5/4/2022,748,3,2
5/4/2022,1137,3,1
5/5/2022,41,16,1
5/5/2022,400,13,1
5/5/2022,545,17,2
5/5/2022,749,16,1
5/5/2022,949,17,1
5/5/2022,1161,13,2
5/5/2022,1330,16,1
5/7/2022,157,24,1
5/7/2022,166,24,2
5/7/2022,463,24,1
5/7/2022,866,24,2
5/8/2022,420,15,1
5/8/2022,471,11,1
5/8/2022,527,15,1
5/8/2022,692,15,2
5/8/2022,1178,15,1
5/8/2022,1261,11,1
5/8/2022,1388,15,1
5/9/2022,122,11,1
5/9/2022,145,13,1
5/9/2022,165,13,1
5/9/2022,304,13,1
5/9/2022,340,13,1
5/9/2022,407,13,1
5/9/2022,590,17,1
5/9/2022,629,13,1
5/9/2022,629,17,2
5/9/2022,702,13,1
5/9/2022,735,13,2
5/9/2022,739,17,1
5/9/2022,763,13,1
5/9/2022,831,13,1
5/9/2022,832,17,1
5/9/2022,852,7,1
5/9/2022,868,7,1
5/9/2022,1014,11,2
5/9/2022,1084,13,1
5/9/2022,1120,13,1
5/9/2022,1177,13,1
5/9/2022,1228,17,1
5/9/2022,1258,13,2
5/9/2022,1273,13,1
5/9/2022,1320,13,2
5/9/2022,1353,11,2
5/9/2022,1442,7,1
5/9/2022,1480,11,1
5/9/2022,1505,13,1
5/9/2022,1531,13,1
5/11/2022,340,11,1
5/11/2022,1447,11,1
5/11/2022,1452,11,1
5/14/2022,54,17,2
5/14/2022,109,17,1
5/14/2022,170,7,2
5/14/2022,325,7,1
5/14/2022,493,17,1
5/14/2022,640,23,1
5/14/2022,722,17,1
5/14/2022,767,23,1
5/14/2022,780,23,1
5/14/2022,830,17,1
5/14/2022,960,23,1
5/14/2022,1087,17,2
5/14/2022,1179,17,1
5/15/2022,111,16,1
5/15/2022,214,11,1
5/15/2022,332,24,1
5/15/2022,440,16,1
5/15/2022,441,24,1
5/15/2022,468,11,1
5/15/2022,549,11,1
5/15/2022,576,24,1
5/15/2022,730,24,2
5/15/2022,865,24,2
5/15/2022,910,11,1
5/15/2022,947,16,2
5/15/2022,1157,24,1
5/15/2022,1198,16,1
5/15/2022,1450,24,2
5/15/2022,1465,24,1
5/16/2022,156,23,1
5/16/2022,304,7,2
5/16/2022,527,23,2
5/16/2022,874,23,1
5/16/2022,1340,7,1
5/16/2022,1357,7,1
5/17/2022,114,23,2
5/17/2022,143,23,1
5/17/2022,168,24,1
5/17/2022,496,16,1
5/17/2022,785,23,1
5/17/2022,986,16,1
5/17/2022,989,23,1
5/17/2022,1349,16,1
5/18/2022,329,6,1
5/18/2022,611,6,2
5/18/2022,1155,6,1
5/18/2022,1169,6,1
5/19/2022,167,15,1
5/19/2022,190,6,1
5/19/2022,261,15,1
5/19/2022,336,6,1
5/19/2022,442,6,2
5/19/2022,484,15,1
5/19/2022,620,6,2
5/19/2022,952,15,1
5/19/2022,986,6,1
5/19/2022,1072,15,1
5/19/2022,1256,15,1
5/19/2022,1343,15,2
5/19/2022,1405,15,2
5/19/2022,1523,6,1
5/21/2022,51,6,1
5/21/2022,523,15,1
5/21/2022,791,24,1
5/21/2022,801,3,1
5/21/2022,887,24,1
5/21/2022,896,15,1
5/21/2022,944,7,1
5/21/2022,984,24,1
5/21/2022,1135,3,2
5/21/2022,1164,3,1
5/21/2022,1217,6,1
5/21/2022,1269,7,1
5/21/2022,1274,3,1
5/21/2022,1333,7,1
5/21/2022,1368,6,1
5/21/2022,1484,15,1
5/22/2022,397,13,2
5/22/2022,967,23,1
5/22/2022,1325,15,1
5/22/2022,1545,23,1
5/23/2022,485,6,1
5/23/2022,1378,6,2
5/25/2022,66,3,1
5/25/2022,296,3,1
5/25/2022,1411,3,1
5/26/2022,183,3,1
5/26/2022,264,3,1
5/26/2022,608,3,1
5/27/2022,403,15,1
5/27/2022,1048,15,1
5/27/2022,1464,15,1
5/29/2022,23,17,2
5/29/2022,398,16,1
5/29/2022,409,16,1
5/29/2022,600,17,1
5/29/2022,719,17,2
5/29/2022,905,13,2
5/29/2022,996,17,1
5/29/2022,1378,17,1
5/29/2022,1389,17,2
6/1/2022,869,24,1
6/1/2022,961,24,1
6/1/2022,1190,24,1
6/2/2022,19,13,2
6/2/2022,333,13,1
6/2/2022,550,13,1
6/2/2022,983,13,1
6/2/2022,997,13,1
6/2/2022,1480,13,1
6/2/2022,1548,13,1
6/3/2022,221,13,1
6/3/2022,685,11,1
6/3/2022,704,3,1
6/3/2022,1024,13,1
6/3/2022,1359,13,1
6/4/2022,547,24,1
6/4/2022,585,16,1
6/4/2022,1006,24,1
6/4/2022,1241,24,2
6/4/2022,1268,16,1
6/4/2022,1364,16,1
6/4/2022,1420,16,1
6/4/2022,1433,24,2
6/4/2022,1456,16,1
6/5/2022,11,7,1
6/5/2022,471,23,1
6/5/2022,530,23,2
6/5/2022,567,7,1
6/5/2022,710,23,1
6/5/2022,1141,23,2
6/5/2022,1276,23,2
6/6/2022,475,13,1
6/6/2022,812,13,1
6/6/2022,1100,13,1
6/7/2022,63,7,1
6/7/2022,487,7,1
6/7/2022,1253,15,1
6/7/2022,1409,15,1
6/7/2022,1555,15,2
6/10/2022,116,15,1
6/10/2022,829,15,1
6/10/2022,1421,15,1
6/11/2022,64,3,2
6/11/2022,299,11,1
6/11/2022,335,11,1
6/11/2022,390,3,1
6/11/2022,548,11,1
6/11/2022,723,11,2
6/11/2022,803,11,1
6/11/2022,808,3,1
6/11/2022,928,11,1
6/11/2022,1012,3,1
6/11/2022,1357,11,1
6/11/2022,1425,3,1
6/11/2022,1465,3,1
6/12/2022,96,7,1
6/12/2022,438,6,1
6/12/2022,544,6,1
6/12/2022,796,7,1
6/12/2022,1371,7,1
6/12/2022,1554,6,1
6/14/2022,98,16,2
6/14/2022,126,16,1
6/14/2022,392,7,2
6/14/2022,579,16,1
6/14/2022,1164,16,1
6/14/2022,1212,7,2
6/14/2022,1346,16,1
6/14/2022,1362,7,1
6/15/2022,9,6,2
6/15/2022,184,17,1
6/15/2022,245,17,1
6/15/2022,430,15,1
6/15/2022,441,15,1
6/15/2022,910,15,2
6/15/2022,938,17,1
6/15/2022,1057,17,1
6/16/2022,279,3,2
6/16/2022,326,3,1
6/16/2022,387,3,1
6/16/2022,522,17,1
6/16/2022,839,3,1
6/16/2022,988,17,1
6/16/2022,1091,17,1
6/16/2022,1099,17,1
6/16/2022,1105,3,1
6/16/2022,1243,17,1
6/16/2022,1338,17,1
6/16/2022,1353,3,1
6/16/2022,1541,17,2
6/17/2022,3,15,1
6/17/2022,639,15,1
6/17/2022,719,13,1
6/17/2022,1179,13,2
6/17/2022,1204,13,1
6/17/2022,1227,13,1
6/17/2022,1486,13,1
6/18/2022,118,11,1
6/18/2022,128,3,2
6/18/2022,308,11,1
6/18/2022,475,11,1
6/18/2022,588,11,1
6/18/2022,899,16,2
6/18/2022,982,11,1
6/18/2022,1448,11,1
6/19/2022,34,11,1
6/19/2022,153,11,1
6/19/2022,195,11,1
6/19/2022,252,11,1
6/19/2022,546,11,1
6/19/2022,733,11,1
6/19/2022,761,11,1
6/19/2022,1487,11,1
6/20/2022,317,24,1
6/20/2022,764,11,1
6/20/2022,848,11,1
6/20/2022,1008,11,1
6/20/2022,1124,11,1
6/20/2022,1168,24,1
6/20/2022,1443,24,1
6/20/2022,1506,24,1
6/20/2022,1530,11,1
6/21/2022,230,17,2
6/21/2022,271,17,1
6/21/2022,292,24,2
6/21/2022,348,6,1
6/21/2022,465,6,1
6/21/2022,485,24,2
6/21/2022,514,24,1
6/21/2022,588,6,1
6/21/2022,601,17,2
6/21/2022,698,6,1
6/21/2022,817,24,1
6/21/2022,933,17,1
6/21/2022,970,24,1
6/21/2022,1061,24,1
6/21/2022,1083,17,2
6/21/2022,1231,17,1
6/21/2022,1321,17,1
6/21/2022,1423,6,1
6/21/2022,1423,24,1
6/21/2022,1444,17,1
6/21/2022,1461,17,2
6/22/2022,39,17,1
6/22/2022,130,6,2
6/22/2022,134,3,1
6/22/2022,169,6,1
6/22/2022,207,3,2
6/22/2022,337,3,1
6/22/2022,419,6,1
6/22/2022,444,6,1
6/22/2022,487,7,1
